-5.990605138626540205e-01,-1.157937289101408640e-02
-6.110787456365012194e-01,-1.201823177384714336e-02
-6.234483831878124827e-01,-1.236963755131129800e-02
-6.350802978628100615e-01,-1.163191467499752503e-02
-6.458916011319557615e-01,-1.081130326914567924e-02
-6.548061459178665666e-01,-8.914544785910756552e-03
-6.627618506111140340e-01,-7.955704693247451706e-03
-6.707038887809593231e-01,-7.942038169845313383e-03
-6.765781040710450167e-01,-5.874215290085721408e-03
-6.823448287712130522e-01,-5.766724700168089288e-03
-6.859654555149135025e-01,-3.620626743700451101e-03
-6.874159193020791259e-01,-1.450463787165583076e-03
-6.886866179958431866e-01,-1.270698693764092191e-03
-6.877691578634640424e-01,9.174601323791900086e-04
-6.866695975577755684e-01,1.099560305688487621e-03
-6.843952100644200565e-01,2.274387493355527548e-03
-6.809610796825312784e-01,3.434130381888739897e-03
-6.773900844941229682e-01,3.570995188408273777e-03
-6.727061423107066895e-01,4.683942183416323762e-03
-6.679408184517372504e-01,4.765323858969492885e-03
-6.631264457509918886e-01,4.814372700745349690e-03
-6.562959075336202153e-01,6.830538217371662051e-03
-6.494962200832002930e-01,6.799687450419969123e-03
-6.427745915443598967e-01,6.721628538840393637e-03
-6.351780652427643226e-01,7.596526301595608877e-03
-6.257602349429195465e-01,9.417830299844744818e-03
-6.165881328597655475e-01,9.172102083154047569e-03
-6.077276213731755972e-01,8.860511486589959032e-03
-5.982428208911695355e-01,9.484800482006094588e-03
-5.882028571904908132e-01,1.003996370067873276e-02
-5.766813906046540650e-01,1.152146658583674474e-02
-5.637634849845681861e-01,1.291790562008585976e-02
-5.505450724460883016e-01,1.321841253847989839e-02
-5.381247827244167725e-01,1.242028972167152218e-02
-5.245955824279328050e-01,1.352920029648400392e-02
-5.100589060913691686e-01,1.453667633656368849e-02
-4.946237508532325688e-01,1.543515523813660494e-02
-4.784056347360877703e-01,1.621811611714481932e-02
-4.615254297164294583e-01,1.688020501965829812e-02
-4.461080887356664304e-01,1.541734098076305570e-02
-4.302667072219284461e-01,1.584138151373799125e-02
-4.141162057118925044e-01,1.615050151003594517e-02
-3.987721394673190423e-01,1.534406624457348989e-02
-3.833425445486603467e-01,1.542959491865871814e-02
-3.679341051743331703e-01,1.540843937432720065e-02
-3.546511762976535809e-01,1.328292887667958423e-02
-3.425817958900111426e-01,1.206938040764244865e-02
-3.318042915116714564e-01,1.077750437833967408e-02
-3.223871784855293909e-01,9.417113026142051591e-03
-3.153891621083672603e-01,6.998016377162122846e-03
-3.088531363210941239e-01,6.536025787273121689e-03
-3.038185817457036975e-01,5.034554575390442002e-03
-3.013155166284705588e-01,2.503065117233157274e-03
-3.013587357530106980e-01,-4.321912454011622370e-05
-3.039479844028389888e-01,-2.589248649828280752e-03
-3.090679553000228452e-01,-5.119970897183879002e-03
-3.166881088951506440e-01,-7.620153595127807447e-03
-3.257623394001212813e-01,-9.074230504970611302e-03
-3.372347539509321090e-01,-1.147241455081084507e-02
-3.510332103179121810e-01,-1.379845636698005980e-02
-3.660688666100404554e-01,-1.503565629212827090e-02
-3.812425071085510653e-01,-1.517364049851060125e-02
-3.974516592569499185e-01,-1.620915214839885668e-02
-4.145844927938557856e-01,-1.713283353690587055e-02
-4.325204363933095042e-01,-1.793594359945371516e-02
-4.501309996211656506e-01,-1.761056322785614636e-02
-4.682881208790708460e-01,-1.815712125790518508e-02
-4.878581710521705528e-01,-1.957005017309968592e-02
-5.066957624389258896e-01,-1.883759138675539235e-02
-5.266600721007101971e-01,-1.996430966178428315e-02
-5.466014223614769074e-01,-1.994135026076666178e-02
-5.673703896649308076e-01,-2.076896730345386896e-02
